TransactionID,Amount,CountryRisk,TransactionType,CustomerType,AccountAgeMonths,HasPriorSAR,RelatedPartiesCount,TransactionLocation,PurposeKnown,TransactionPattern,NarrativeRiskTerms,IsFraud
376,50436,8,wire,foreign,109,0,3,domestic,1,normal,cash-heavy,1
377,85414,2,cash,business,116,0,4,foreign,1,round figures,,0
378,26741,3,crypto,non-profit,101,0,4,domestic,0,frequent small,cash-heavy,0
379,34684,6,crypto,business,53,0,2,domestic,1,normal,shell company,0
380,32845,10,wire,foreign,100,0,3,domestic,1,normal,third-party involvement,0
381,23193,3,card,retail,36,0,3,foreign,0,structuring,unusual pattern,0
382,66205,6,cash,non-profit,68,0,5,domestic,0,normal,cash-heavy,0
383,51985,6,crypto,business,36,0,4,foreign,0,structuring,shell company,0
384,36731,2,crypto,business,52,0,1,domestic,1,round figures,unusual pattern,0
385,73091,7,card,business,53,0,2,domestic,1,structuring,shell company,0
386,4114,2,wire,retail,82,0,2,domestic,1,round figures,cash-heavy,0
387,11193,6,cash,non-profit,50,0,2,domestic,1,normal,cash-heavy,0
388,18170,1,wire,retail,80,0,2,domestic,0,normal,third-party involvement,0
389,35877,3,wire,retail,41,0,1,domestic,1,structuring,,0
390,57058,2,cash,retail,18,0,1,foreign,1,round figures,shell company,0
391,82174,7,cash,foreign,22,0,5,foreign,1,normal,,0
392,10829,4,crypto,foreign,66,0,4,domestic,1,structuring,,0
393,99813,8,crypto,foreign,21,0,1,domestic,1,structuring,unusual pattern,0
394,45117,6,cash,non-profit,100,0,5,domestic,1,structuring,unusual pattern,0
395,66420,10,ACH,retail,44,0,3,domestic,0,normal,shell company,0
396,27851,4,crypto,retail,103,0,4,domestic,0,round figures,,0
397,78169,5,ACH,foreign,47,0,1,foreign,1,normal,third-party involvement,0
398,54848,9,cash,retail,39,0,3,foreign,1,frequent small,,0
399,5901,7,crypto,retail,29,0,5,domestic,1,frequent small,unusual pattern,0
400,19290,10,wire,business,54,0,1,domestic,1,normal,,0
401,49789,9,cash,retail,90,0,1,domestic,0,round figures,cash-heavy,0
402,51093,7,card,business,85,0,3,domestic,1,structuring,cash-heavy,0
403,29692,1,ACH,retail,17,0,1,domestic,1,frequent small,third-party involvement,0
404,10747,8,cash,non-profit,80,0,2,domestic,1,frequent small,shell company,0
405,8816,4,cash,foreign,60,0,1,domestic,1,normal,,0
406,88991,3,crypto,business,31,0,4,domestic,1,frequent small,cash-heavy,1
407,87645,7,crypto,foreign,115,0,3,domestic,1,frequent small,shell company,0
408,90012,3,crypto,business,73,0,4,domestic,1,structuring,cash-heavy,0
409,70416,8,card,business,95,0,5,foreign,1,structuring,shell company,0
410,2468,6,crypto,business,78,0,4,domestic,1,round figures,shell company,0
411,77675,5,cash,non-profit,49,0,2,domestic,0,frequent small,cash-heavy,1
412,6755,4,crypto,retail,101,0,2,domestic,1,round figures,unusual pattern,0
413,70131,8,wire,business,2,0,4,domestic,1,round figures,shell company,1
414,76529,8,crypto,non-profit,116,0,5,domestic,1,structuring,,0
415,91183,1,card,business,48,0,1,foreign,1,structuring,cash-heavy,0
416,88022,9,wire,retail,110,0,2,domestic,1,normal,unusual pattern,0
417,55866,5,cash,business,14,0,4,foreign,0,structuring,cash-heavy,0
418,13503,4,cash,non-profit,59,0,4,domestic,1,round figures,third-party involvement,0
419,32197,6,ACH,retail,97,0,4,domestic,1,frequent small,,0
420,78757,6,wire,non-profit,99,0,1,foreign,1,round figures,third-party involvement,0
421,11066,2,ACH,retail,58,1,3,domestic,1,round figures,shell company,0
422,99257,8,wire,retail,103,0,5,foreign,1,round figures,shell company,0
423,93948,7,wire,foreign,58,0,3,domestic,0,structuring,third-party involvement,0
424,53021,1,card,foreign,111,0,5,foreign,1,round figures,third-party involvement,0
425,49826,5,ACH,foreign,51,0,5,domestic,1,normal,shell company,0
426,50400,6,card,retail,84,0,4,domestic,1,frequent small,unusual pattern,0
427,22777,4,wire,business,2,0,2,domestic,1,structuring,,0
428,55709,2,cash,non-profit,115,0,4,domestic,1,round figures,cash-heavy,1
429,96925,4,wire,non-profit,41,0,1,foreign,1,normal,third-party involvement,0
430,56761,1,card,non-profit,83,0,5,domestic,1,frequent small,,0
431,31124,7,ACH,foreign,101,0,2,domestic,1,round figures,cash-heavy,0
432,70413,2,ACH,retail,82,0,5,domestic,1,frequent small,cash-heavy,0
433,53106,2,card,foreign,16,0,5,domestic,1,structuring,third-party involvement,0
434,95385,9,ACH,business,4,0,4,domestic,1,structuring,unusual pattern,0
435,15438,5,crypto,retail,12,0,2,domestic,1,normal,unusual pattern,0
436,68127,2,cash,non-profit,29,0,2,foreign,1,structuring,,0
437,92872,9,cash,foreign,7,0,5,domestic,1,normal,,0
438,80235,9,cash,foreign,14,0,2,domestic,1,round figures,shell company,1
439,19608,1,ACH,business,119,0,2,domestic,1,frequent small,unusual pattern,0
440,3151,3,ACH,business,12,1,4,domestic,0,structuring,,0
441,48847,4,wire,foreign,99,1,3,domestic,1,frequent small,shell company,0
442,87242,7,wire,business,5,0,1,domestic,1,frequent small,cash-heavy,0
443,87335,10,cash,non-profit,81,0,3,domestic,1,round figures,,0
444,54121,4,crypto,business,106,0,2,foreign,1,round figures,shell company,0
445,66512,2,wire,business,32,0,5,domestic,1,structuring,unusual pattern,0
446,58435,7,wire,foreign,74,0,1,domestic,1,round figures,cash-heavy,1
447,56279,6,ACH,foreign,43,0,1,domestic,1,frequent small,,0
448,32193,3,crypto,retail,81,1,5,domestic,1,normal,unusual pattern,0
449,69778,6,cash,retail,69,0,1,domestic,1,normal,cash-heavy,0
450,80838,6,wire,foreign,45,0,5,foreign,1,normal,third-party involvement,0
451,39834,5,crypto,business,106,0,1,domestic,1,structuring,unusual pattern,0
452,72715,4,crypto,business,9,0,3,domestic,1,round figures,third-party involvement,0
453,73623,10,cash,retail,49,0,1,domestic,1,round figures,,1
454,94576,1,crypto,retail,33,0,4,domestic,1,round figures,shell company,0
455,17119,10,crypto,retail,100,0,5,foreign,1,round figures,,0
456,83713,6,crypto,non-profit,100,0,1,domestic,1,frequent small,unusual pattern,0
457,91894,2,wire,non-profit,18,0,5,domestic,1,normal,third-party involvement,0
458,86772,3,cash,retail,9,0,4,domestic,1,frequent small,third-party involvement,0
459,73947,8,crypto,business,62,0,1,domestic,0,structuring,cash-heavy,0
460,82850,10,crypto,retail,57,0,1,domestic,1,normal,,1
461,79734,6,wire,non-profit,29,0,4,domestic,1,normal,,0
462,28351,3,cash,business,114,0,4,domestic,1,frequent small,unusual pattern,0
463,26045,7,ACH,non-profit,78,0,4,domestic,1,structuring,third-party involvement,0
464,90952,4,wire,business,25,0,5,domestic,1,structuring,unusual pattern,0
465,32317,9,cash,non-profit,15,0,4,domestic,1,normal,unusual pattern,0
466,8408,5,crypto,business,6,0,5,foreign,1,round figures,third-party involvement,0
467,6049,3,cash,business,42,0,3,domestic,0,structuring,unusual pattern,0
468,52090,2,cash,business,29,0,1,foreign,1,frequent small,third-party involvement,0
469,1250,2,cash,business,79,0,1,domestic,1,structuring,unusual pattern,0
470,89580,3,ACH,foreign,93,0,2,foreign,1,normal,shell company,0
471,74840,2,cash,non-profit,4,0,3,domestic,0,round figures,unusual pattern,0
472,66717,4,ACH,non-profit,82,0,4,domestic,0,structuring,unusual pattern,0
473,94941,2,crypto,foreign,114,1,4,domestic,1,normal,shell company,0
474,16996,10,ACH,business,57,0,3,domestic,1,structuring,,0
475,46275,9,crypto,business,49,0,4,domestic,1,round figures,third-party involvement,0
476,7905,2,crypto,non-profit,44,0,2,domestic,1,frequent small,cash-heavy,0
477,5337,9,ACH,foreign,103,1,5,foreign,1,normal,shell company,0
478,20156,6,wire,business,80,0,1,domestic,1,normal,,0
479,45643,1,card,business,75,0,3,domestic,0,round figures,unusual pattern,0
480,56656,4,cash,business,14,0,1,domestic,1,normal,,0
481,3443,1,card,retail,3,1,5,domestic,1,round figures,shell company,0
482,13600,6,cash,foreign,115,0,3,domestic,1,normal,unusual pattern,1
483,53322,4,cash,business,114,0,5,domestic,1,round figures,,0
484,29475,3,crypto,retail,62,0,4,domestic,1,structuring,cash-heavy,0
485,9762,3,cash,foreign,106,0,4,domestic,1,structuring,third-party involvement,1
486,17064,9,cash,business,64,0,4,foreign,1,structuring,third-party involvement,0
487,59738,6,ACH,non-profit,102,0,5,domestic,1,normal,shell company,0
488,73766,9,card,retail,45,0,5,foreign,1,round figures,unusual pattern,0
489,85167,5,ACH,retail,106,0,5,domestic,1,round figures,unusual pattern,0
490,67315,2,cash,business,82,0,1,domestic,1,frequent small,third-party involvement,0
491,69142,8,crypto,business,58,0,5,domestic,1,structuring,,0
492,13384,5,ACH,retail,20,0,4,domestic,1,frequent small,unusual pattern,0
493,72889,2,ACH,non-profit,58,0,2,domestic,1,structuring,cash-heavy,0
494,84764,4,wire,non-profit,112,1,5,domestic,1,frequent small,cash-heavy,0
495,93568,9,cash,foreign,89,0,2,domestic,1,structuring,unusual pattern,0
496,61489,4,crypto,business,57,0,4,domestic,0,round figures,unusual pattern,0
497,9535,4,ACH,non-profit,102,0,5,foreign,0,structuring,third-party involvement,0
498,54440,2,ACH,foreign,77,0,1,domestic,1,normal,shell company,0
499,44178,6,crypto,non-profit,68,0,1,domestic,0,structuring,third-party involvement,0
500,78932,2,cash,business,119,0,2,domestic,0,structuring,shell company,0
501,51393,7,wire,foreign,78,0,1,domestic,0,round figures,cash-heavy,0
502,96081,3,ACH,foreign,97,0,1,domestic,1,normal,shell company,0
503,78881,3,wire,foreign,92,0,1,domestic,1,round figures,third-party involvement,0
504,60503,5,card,non-profit,52,1,4,domestic,1,frequent small,unusual pattern,0
505,29224,3,cash,business,37,0,1,foreign,1,frequent small,shell company,0
506,95535,2,card,foreign,8,1,3,domestic,1,normal,third-party involvement,0
507,44019,10,card,retail,44,1,5,domestic,1,frequent small,cash-heavy,1
508,35347,9,card,business,98,0,1,domestic,1,normal,shell company,0
509,94858,2,cash,retail,108,0,1,domestic,1,structuring,cash-heavy,0
510,91847,2,cash,retail,5,0,1,domestic,1,frequent small,cash-heavy,0
511,62852,8,crypto,foreign,118,0,3,domestic,1,structuring,,0
512,56673,9,wire,foreign,69,0,1,domestic,0,round figures,shell company,0
513,59201,7,wire,non-profit,31,1,1,domestic,1,frequent small,third-party involvement,0
514,26746,3,crypto,non-profit,45,0,5,domestic,1,round figures,shell company,0
515,23149,9,crypto,non-profit,9,0,3,domestic,1,round figures,shell company,0
516,79705,3,card,business,106,0,3,domestic,1,normal,cash-heavy,0
517,98216,5,crypto,non-profit,32,0,1,domestic,1,round figures,cash-heavy,0
518,97479,9,ACH,retail,33,0,3,domestic,0,normal,cash-heavy,0
519,68485,3,wire,non-profit,67,0,2,domestic,1,normal,cash-heavy,0
520,40258,7,crypto,foreign,30,0,3,foreign,1,normal,third-party involvement,0
521,65517,1,ACH,non-profit,114,0,3,foreign,1,normal,unusual pattern,0
522,23389,4,ACH,business,76,0,3,domestic,1,normal,,1
523,9923,4,ACH,business,29,0,4,domestic,1,structuring,cash-heavy,0
524,60260,7,ACH,retail,3,0,4,domestic,1,normal,cash-heavy,1
525,42075,8,card,business,90,0,4,domestic,1,frequent small,,0
526,9640,1,ACH,non-profit,57,0,3,domestic,1,normal,cash-heavy,0
527,16464,5,card,foreign,30,0,2,domestic,1,structuring,unusual pattern,0
528,4711,7,card,business,9,0,3,domestic,1,frequent small,shell company,0
529,27763,4,ACH,retail,26,0,1,domestic,0,frequent small,,0
530,52091,4,wire,non-profit,2,0,2,domestic,1,structuring,third-party involvement,0
531,57779,4,ACH,retail,62,0,4,domestic,0,frequent small,,0
532,31077,6,ACH,business,3,0,5,domestic,1,structuring,unusual pattern,0
533,94804,7,ACH,business,46,0,2,domestic,1,round figures,third-party involvement,0
534,49215,2,wire,retail,68,0,4,domestic,1,round figures,shell company,0
535,91107,5,cash,non-profit,25,1,2,domestic,1,normal,cash-heavy,0
536,88323,4,cash,business,51,0,2,domestic,1,normal,,0
537,60990,3,card,foreign,13,0,3,domestic,1,normal,third-party involvement,0
538,66487,7,card,business,103,0,1,domestic,1,normal,,0
539,18171,6,wire,non-profit,44,0,5,domestic,1,structuring,shell company,0
540,59375,7,crypto,business,35,1,4,domestic,1,round figures,,0
541,72469,5,cash,retail,55,0,2,domestic,0,structuring,third-party involvement,0
542,12038,6,card,business,87,1,5,domestic,1,frequent small,unusual pattern,0
543,35295,5,cash,business,9,0,2,domestic,1,frequent small,third-party involvement,0
544,91780,7,wire,non-profit,2,0,1,domestic,1,frequent small,,0
545,4100,2,wire,retail,61,0,5,domestic,1,frequent small,shell company,0
546,70688,5,crypto,non-profit,118,0,4,domestic,1,frequent small,cash-heavy,0
547,93710,6,crypto,business,41,0,2,domestic,1,round figures,cash-heavy,0
548,97956,6,wire,foreign,44,0,1,domestic,1,structuring,shell company,0
549,38404,5,card,business,64,0,5,domestic,1,frequent small,,0
550,69549,10,cash,non-profit,31,0,2,domestic,1,normal,shell company,0
551,83086,7,ACH,foreign,108,0,2,domestic,0,round figures,,1
552,89743,10,crypto,non-profit,47,0,4,domestic,1,normal,third-party involvement,0
553,20864,8,ACH,non-profit,2,0,1,domestic,1,round figures,unusual pattern,0
554,86127,7,card,retail,96,0,3,foreign,1,round figures,,1
555,38594,5,crypto,foreign,82,0,2,domestic,0,normal,cash-heavy,0
556,3473,1,ACH,business,77,0,5,foreign,1,normal,cash-heavy,1
557,12261,5,card,non-profit,110,0,4,domestic,1,frequent small,unusual pattern,0
558,97632,10,cash,business,69,0,4,domestic,1,normal,,0
559,92758,2,card,retail,58,0,2,domestic,1,structuring,unusual pattern,0
560,27450,5,crypto,retail,106,0,2,domestic,1,round figures,third-party involvement,0
561,93108,5,wire,foreign,44,0,2,domestic,0,round figures,unusual pattern,0
562,94397,2,cash,retail,74,0,3,domestic,1,frequent small,third-party involvement,0
563,25451,5,ACH,retail,56,0,2,domestic,1,round figures,cash-heavy,0
564,88768,4,crypto,business,43,0,1,domestic,1,normal,third-party involvement,0
565,15405,1,wire,retail,89,0,5,domestic,1,round figures,,0
566,75453,3,card,retail,34,0,2,domestic,1,round figures,,0
567,76897,1,wire,non-profit,101,0,3,domestic,0,normal,,1
568,66053,5,crypto,retail,30,0,5,domestic,1,normal,,0
569,57558,4,crypto,non-profit,71,0,4,domestic,0,round figures,shell company,0
570,20458,7,wire,retail,70,0,2,domestic,0,structuring,third-party involvement,0
571,3367,5,card,retail,118,0,5,domestic,1,normal,,0
572,82845,10,wire,foreign,55,0,4,domestic,1,structuring,unusual pattern,0
573,89688,4,crypto,foreign,67,0,3,domestic,1,structuring,unusual pattern,0
574,38613,2,crypto,non-profit,13,1,1,domestic,1,frequent small,shell company,0
575,26192,4,ACH,retail,3,0,2,domestic,1,structuring,third-party involvement,0
576,11438,2,ACH,business,26,0,1,domestic,1,frequent small,third-party involvement,0
577,512,8,cash,foreign,57,0,3,foreign,1,structuring,third-party involvement,0
578,7643,3,crypto,business,24,0,5,foreign,0,frequent small,shell company,0
579,33596,9,ACH,foreign,53,0,5,domestic,0,normal,third-party involvement,0
580,60792,4,wire,foreign,70,1,3,domestic,1,round figures,third-party involvement,1
581,89184,6,card,retail,43,0,3,domestic,1,round figures,,1
582,93020,10,wire,foreign,60,0,2,domestic,1,frequent small,third-party involvement,0
583,44525,5,card,business,58,0,4,domestic,1,normal,,0
584,38856,10,ACH,foreign,49,0,1,domestic,1,frequent small,,1
585,18988,1,cash,non-profit,42,1,1,domestic,1,frequent small,third-party involvement,0
586,35835,9,wire,retail,76,0,5,domestic,1,normal,unusual pattern,0
587,47395,1,wire,retail,113,0,5,domestic,1,structuring,cash-heavy,0
588,83142,8,wire,non-profit,100,0,2,domestic,1,structuring,unusual pattern,1
589,86099,9,card,non-profit,66,0,3,domestic,1,normal,third-party involvement,0
590,18055,9,ACH,non-profit,11,0,1,foreign,1,frequent small,third-party involvement,0
591,37941,1,wire,foreign,103,0,2,domestic,0,round figures,unusual pattern,0
592,70740,2,wire,retail,98,0,5,domestic,1,frequent small,third-party involvement,0
593,65610,1,cash,non-profit,90,0,5,domestic,1,structuring,,0
594,35011,10,cash,foreign,18,1,1,domestic,1,normal,shell company,0
595,59131,2,ACH,non-profit,85,0,5,domestic,1,normal,third-party involvement,0
596,88826,10,ACH,business,100,0,5,foreign,1,normal,third-party involvement,0
597,7457,8,crypto,business,104,0,4,domestic,1,structuring,unusual pattern,0
598,32579,5,cash,retail,52,0,3,domestic,0,frequent small,,0
599,61576,7,crypto,foreign,46,0,5,domestic,1,normal,unusual pattern,0
600,44911,2,card,business,44,0,4,domestic,1,round figures,unusual pattern,0
601,36308,8,crypto,business,22,0,2,foreign,1,normal,third-party involvement,0
602,20250,6,wire,foreign,53,0,5,foreign,1,frequent small,,0
603,71280,8,crypto,non-profit,59,0,2,domestic,1,structuring,third-party involvement,0
604,43386,1,ACH,foreign,94,0,5,domestic,1,round figures,third-party involvement,1
605,68550,1,card,non-profit,114,0,1,domestic,1,round figures,third-party involvement,0
606,21452,7,wire,business,107,0,4,domestic,1,normal,third-party involvement,0
607,55169,8,crypto,business,30,0,4,domestic,1,frequent small,shell company,0
608,14497,3,card,business,8,1,1,domestic,1,normal,cash-heavy,0
609,41655,5,card,retail,98,0,3,foreign,1,round figures,,1
610,47059,1,wire,retail,57,0,4,domestic,0,normal,shell company,0
611,828,7,crypto,retail,111,0,2,foreign,1,frequent small,cash-heavy,0
612,50617,5,card,foreign,73,0,4,domestic,1,structuring,cash-heavy,1
613,66334,8,card,business,115,0,3,domestic,1,round figures,cash-heavy,0
614,40054,8,cash,business,20,1,2,foreign,0,frequent small,shell company,0
615,47380,9,card,foreign,104,1,2,domestic,1,normal,,0
616,79559,7,cash,retail,25,0,1,foreign,1,round figures,unusual pattern,0
617,16879,1,crypto,foreign,19,0,5,domestic,1,normal,cash-heavy,1
618,64032,3,crypto,retail,5,0,1,domestic,1,normal,unusual pattern,0
619,73036,8,crypto,business,75,0,5,foreign,1,structuring,unusual pattern,1
620,24566,3,ACH,non-profit,79,0,1,domestic,0,normal,third-party involvement,1
621,37039,8,crypto,retail,72,0,5,foreign,0,normal,unusual pattern,0
622,69996,1,card,business,83,0,4,foreign,1,frequent small,third-party involvement,0
623,35370,5,wire,business,87,0,2,domestic,1,normal,,0
624,59263,4,cash,non-profit,27,0,5,domestic,1,structuring,,0
625,82737,5,ACH,business,40,1,4,domestic,1,normal,third-party involvement,0
626,52034,8,crypto,business,96,0,3,domestic,0,normal,,0
627,64995,10,crypto,retail,26,0,1,domestic,1,normal,cash-heavy,0
628,32407,4,wire,retail,27,1,3,domestic,1,round figures,,1
629,54198,4,wire,non-profit,62,0,4,domestic,1,structuring,third-party involvement,0
630,61021,3,ACH,non-profit,83,0,3,domestic,0,round figures,cash-heavy,0
631,5586,7,cash,business,50,0,3,domestic,1,structuring,unusual pattern,1
632,8435,3,crypto,retail,42,0,4,domestic,1,structuring,unusual pattern,0
633,87000,3,ACH,non-profit,29,0,2,domestic,1,frequent small,unusual pattern,0
634,89212,10,card,non-profit,39,0,5,foreign,1,round figures,third-party involvement,0
635,97303,5,card,foreign,60,0,1,domestic,0,structuring,unusual pattern,0
636,11230,5,ACH,non-profit,41,0,5,domestic,1,structuring,,0
637,87608,6,crypto,business,33,0,1,domestic,1,frequent small,unusual pattern,0
638,60666,8,ACH,retail,83,0,5,domestic,1,round figures,shell company,0
639,66803,10,crypto,non-profit,101,0,3,foreign,1,normal,shell company,1
640,27292,6,wire,foreign,83,0,2,domestic,1,frequent small,unusual pattern,0
641,1162,1,ACH,retail,97,0,3,domestic,1,structuring,unusual pattern,0
642,84176,8,crypto,non-profit,111,0,2,domestic,1,round figures,shell company,0
643,89880,8,ACH,foreign,16,0,4,domestic,1,structuring,unusual pattern,0
644,21645,9,ACH,non-profit,23,1,1,domestic,1,frequent small,cash-heavy,0
645,21789,9,crypto,retail,7,0,1,domestic,0,frequent small,shell company,1
646,11274,2,crypto,retail,26,0,4,domestic,1,round figures,third-party involvement,0
647,88561,2,cash,retail,96,0,5,domestic,1,frequent small,shell company,0
648,9448,3,ACH,business,12,0,4,foreign,0,frequent small,,0
649,23814,1,card,non-profit,72,0,4,domestic,1,normal,cash-heavy,0
650,38202,4,ACH,business,5,0,2,domestic,1,structuring,third-party involvement,0
651,74560,4,ACH,retail,106,0,4,domestic,1,normal,unusual pattern,0
652,90030,9,crypto,foreign,92,0,1,domestic,1,normal,,0
653,6901,9,ACH,non-profit,117,0,3,foreign,1,round figures,,0
654,72367,9,ACH,business,69,0,2,domestic,1,frequent small,cash-heavy,0
655,48236,10,card,non-profit,49,0,2,domestic,0,structuring,third-party involvement,0
656,23725,7,crypto,foreign,26,0,5,domestic,1,structuring,,0
657,82973,2,ACH,business,5,1,3,domestic,1,structuring,third-party involvement,1
658,72692,10,wire,retail,22,0,2,domestic,1,frequent small,third-party involvement,0
659,77152,5,cash,business,79,0,4,domestic,1,structuring,,0
660,44361,4,card,non-profit,13,0,2,domestic,1,structuring,third-party involvement,0
661,1642,8,ACH,non-profit,28,1,2,domestic,1,frequent small,cash-heavy,0
662,21777,2,wire,non-profit,33,1,2,domestic,0,round figures,,0
663,46832,6,ACH,non-profit,107,1,5,domestic,1,structuring,cash-heavy,0
664,50443,5,ACH,retail,23,0,2,foreign,1,frequent small,cash-heavy,0
665,39181,2,crypto,business,97,0,2,domestic,1,normal,third-party involvement,0
666,62956,10,crypto,retail,107,0,5,domestic,1,frequent small,third-party involvement,1
667,93205,1,crypto,retail,18,0,3,domestic,0,normal,,0
668,88958,8,wire,retail,114,0,1,domestic,1,frequent small,unusual pattern,0
669,19165,2,ACH,non-profit,117,0,5,domestic,1,structuring,,0
670,83560,7,cash,non-profit,30,0,5,domestic,1,round figures,cash-heavy,1
671,88192,9,card,non-profit,26,0,2,domestic,0,round figures,third-party involvement,0
672,54793,9,crypto,business,16,0,2,domestic,0,structuring,cash-heavy,0
673,27062,8,crypto,foreign,77,0,1,domestic,1,normal,shell company,1
674,28395,10,ACH,non-profit,39,0,2,domestic,0,frequent small,shell company,0
675,13907,9,ACH,business,33,0,4,domestic,1,structuring,cash-heavy,0
676,42448,2,wire,non-profit,26,0,2,domestic,1,frequent small,unusual pattern,0
677,26532,6,wire,non-profit,48,0,2,domestic,0,structuring,unusual pattern,1
678,83385,4,crypto,retail,65,0,4,domestic,0,structuring,,1
679,91892,4,ACH,retail,113,0,1,domestic,1,frequent small,,1
680,57954,5,cash,retail,38,0,4,domestic,1,round figures,,0
681,40362,3,card,business,2,0,5,domestic,0,round figures,third-party involvement,1
682,37180,1,ACH,foreign,113,0,4,domestic,1,normal,unusual pattern,0
683,1424,8,ACH,foreign,6,1,3,domestic,0,frequent small,cash-heavy,0
684,91367,5,wire,business,46,0,5,domestic,1,normal,shell company,0
685,36009,3,card,non-profit,50,0,2,domestic,0,structuring,unusual pattern,0
686,89439,10,crypto,business,38,0,5,domestic,0,normal,unusual pattern,0
687,19970,7,ACH,non-profit,106,0,1,foreign,1,structuring,unusual pattern,0
688,34678,7,crypto,business,88,0,1,foreign,0,frequent small,,1
689,72224,1,ACH,business,18,0,4,domestic,1,frequent small,third-party involvement,0
690,26890,9,crypto,business,27,0,5,domestic,1,frequent small,cash-heavy,0
691,25389,2,card,foreign,41,1,2,domestic,1,frequent small,,1
692,55229,5,wire,retail,72,1,1,domestic,1,normal,third-party involvement,0
693,93814,5,card,business,92,0,2,domestic,1,structuring,unusual pattern,0
694,94346,8,cash,foreign,74,0,3,domestic,0,round figures,third-party involvement,0
695,15585,8,wire,retail,17,1,1,domestic,1,frequent small,,0
696,44582,7,card,retail,119,0,4,domestic,1,frequent small,unusual pattern,0
697,86288,7,cash,business,62,0,3,domestic,0,structuring,,0
698,4848,6,ACH,non-profit,29,0,5,domestic,1,round figures,cash-heavy,1
699,86869,6,ACH,non-profit,58,0,2,domestic,1,frequent small,unusual pattern,0
700,9535,9,crypto,non-profit,70,0,1,domestic,1,round figures,third-party involvement,0
701,3809,6,wire,business,78,0,3,domestic,1,frequent small,,0
702,30455,2,ACH,non-profit,22,0,3,domestic,1,normal,shell company,0
703,55871,2,wire,foreign,118,1,1,foreign,0,normal,third-party involvement,0
704,57899,5,ACH,foreign,6,0,5,foreign,1,round figures,third-party involvement,1
705,13216,4,crypto,foreign,26,0,5,domestic,0,structuring,unusual pattern,0
706,25570,2,card,foreign,39,0,4,domestic,1,structuring,third-party involvement,0
707,42444,3,crypto,retail,12,0,5,domestic,1,normal,,1
708,43018,7,cash,foreign,99,0,4,domestic,1,structuring,shell company,0
709,52324,8,ACH,non-profit,14,0,3,domestic,1,structuring,cash-heavy,0
710,39398,6,cash,business,22,0,1,foreign,1,structuring,shell company,0
711,80319,5,cash,non-profit,51,0,5,domestic,1,round figures,,0
712,61729,1,wire,foreign,23,0,4,domestic,1,round figures,unusual pattern,0
713,66140,8,ACH,retail,48,0,3,domestic,1,structuring,,0
714,99618,3,cash,foreign,71,0,5,domestic,1,normal,third-party involvement,0
715,99935,6,card,business,104,0,2,domestic,1,structuring,unusual pattern,0
716,28116,3,cash,non-profit,50,0,3,domestic,1,frequent small,cash-heavy,1
717,24060,7,card,business,89,0,5,domestic,1,normal,cash-heavy,1
718,33691,7,wire,business,13,0,3,domestic,1,round figures,,0
719,82948,9,cash,business,85,0,1,domestic,1,frequent small,third-party involvement,0
720,67741,5,crypto,non-profit,105,1,1,domestic,1,structuring,cash-heavy,0
721,36495,8,wire,foreign,10,0,1,foreign,1,structuring,shell company,0
722,22800,10,card,business,117,0,2,domestic,0,normal,unusual pattern,1
723,34720,10,wire,non-profit,55,0,1,foreign,1,normal,shell company,1
724,20659,8,cash,retail,9,0,2,domestic,1,structuring,cash-heavy,1
725,93145,1,ACH,non-profit,79,0,1,domestic,0,structuring,cash-heavy,0
726,93496,5,ACH,retail,52,0,3,domestic,1,normal,,1
727,61742,3,card,non-profit,2,0,5,domestic,1,frequent small,,1
728,76639,1,card,foreign,25,0,5,foreign,1,round figures,unusual pattern,0
729,21832,4,ACH,business,13,0,1,foreign,1,normal,,0
730,91462,8,card,foreign,98,0,5,domestic,0,frequent small,third-party involvement,0
731,30454,3,wire,non-profit,51,0,1,domestic,0,structuring,unusual pattern,0
732,13943,10,crypto,business,58,0,1,domestic,1,round figures,third-party involvement,1
733,71826,2,crypto,retail,34,0,4,foreign,0,frequent small,,0
734,17740,9,wire,non-profit,35,0,4,domestic,1,round figures,unusual pattern,0
735,52628,10,crypto,business,102,0,4,domestic,1,round figures,cash-heavy,0
736,38513,5,cash,retail,3,0,2,domestic,0,round figures,shell company,0
737,52738,7,wire,retail,106,0,4,domestic,1,frequent small,cash-heavy,1
738,52836,2,card,foreign,59,0,1,foreign,1,frequent small,third-party involvement,0
739,68966,9,wire,non-profit,70,1,3,domestic,1,structuring,cash-heavy,0
740,19187,9,ACH,retail,119,0,4,domestic,1,round figures,cash-heavy,0
741,41530,4,card,business,48,1,4,domestic,1,normal,shell company,0
742,24604,4,ACH,retail,64,0,3,domestic,1,normal,shell company,0
743,7214,6,card,retail,113,1,1,domestic,1,normal,cash-heavy,1
744,78959,10,crypto,foreign,19,0,2,domestic,1,frequent small,shell company,0
745,99757,10,wire,foreign,67,0,4,foreign,0,structuring,cash-heavy,0
746,11075,10,cash,business,82,0,3,domestic,0,frequent small,unusual pattern,0
747,11123,6,card,foreign,103,0,1,domestic,1,round figures,cash-heavy,0
748,21547,1,card,retail,73,0,5,domestic,0,normal,,1
749,90569,9,ACH,retail,116,0,2,domestic,1,frequent small,shell company,0
750,24059,2,crypto,foreign,76,0,3,foreign,1,normal,shell company,0
751,66303,5,ACH,retail,5,0,3,domestic,1,frequent small,third-party involvement,0
